# summary of local and remote events executed
# LP, local, remote, total
Airport_2275, 51, 14, 65
Airport_1648, 47, 11, 58
Airport_2276, 48, 8, 56
Airport_1153, 45, 12, 57
Airport_1649, 44, 8, 52
Airport_1154, 48, 11, 59
Airport_2277, 53, 15, 68
Airport_1650, 47, 14, 61
Airport_469, 53, 9, 62
Airport_1155, 51, 16, 67
Airport_2278, 56, 12, 68
Airport_1651, 48, 14, 62
Airport_470, 48, 14, 62
Airport_1156, 44, 16, 60
Airport_2279, 56, 17, 73
Airport_1652, 53, 15, 68
Airport_471, 47, 8, 55
Airport_1157, 51, 12, 63
Airport_2280, 44, 9, 53
Airport_1653, 49, 15, 64
Airport_472, 54, 14, 68
Airport_1158, 50, 13, 63
Airport_2281, 55, 13, 68
Airport_1654, 47, 15, 62
Airport_473, 51, 17, 68
Airport_1159, 50, 14, 64
Airport_2282, 49, 16, 65
Airport_1655, 47, 12, 59
Airport_1656, 48, 11, 59
Airport_1657, 41, 8, 49
Airport_1658, 51, 14, 65
Airport_1659, 56, 22, 78
Airport_1660, 53, 14, 67
Airport_1661, 49, 10, 59
Airport_1662, 46, 12, 58
Airport_1663, 43, 9, 52
Airport_1664, 46, 8, 54
Airport_1665, 50, 8, 58
Airport_1666, 45, 16, 61
Airport_1667, 52, 14, 66
Airport_1668, 45, 10, 55
Airport_1669, 51, 12, 63
Airport_1670, 48, 15, 63
Airport_1671, 50, 11, 61
Airport_1672, 51, 15, 66
Airport_1673, 52, 12, 64
Airport_1674, 48, 17, 65
Airport_1675, 43, 13, 56
Airport_1676, 52, 14, 66
Airport_1677, 54, 16, 70
Airport_1678, 52, 19, 71
Airport_1679, 54, 15, 69
Airport_1680, 49, 15, 64
Airport_1681, 48, 12, 60
Airport_1682, 50, 16, 66
Airport_1683, 43, 14, 57
Airport_1684, 47, 10, 57
Airport_1685, 45, 16, 61
Airport_1686, 52, 15, 67
Airport_1687, 50, 19, 69
Airport_1688, 51, 11, 62
Airport_1689, 50, 14, 64
Airport_1690, 51, 14, 65
Airport_1691, 45, 12, 57
Airport_1692, 52, 18, 70
Airport_1693, 51, 10, 61
Airport_1694, 52, 17, 69
Airport_1695, 48, 10, 58
Airport_1696, 55, 19, 74
Airport_1697, 48, 11, 59
Airport_1698, 51, 12, 63
Airport_1699, 55, 17, 72
Airport_1700, 49, 10, 59
Airport_1701, 51, 11, 62
Airport_1702, 49, 17, 66
Airport_1703, 55, 16, 71
Airport_1704, 50, 11, 61
Airport_1705, 42, 11, 53
Airport_1706, 47, 12, 59
Airport_1707, 47, 13, 60
Airport_1708, 44, 10, 54
Airport_474, 47, 11, 58
Airport_1709, 54, 11, 65
Airport_475, 50, 12, 62
Airport_1160, 57, 17, 74
Airport_1710, 54, 17, 71
Airport_476, 48, 9, 57
Airport_1161, 53, 15, 68
Airport_1711, 52, 11, 63
Airport_477, 50, 15, 65
Airport_1162, 48, 15, 63
Airport_1712, 48, 6, 54
Airport_478, 49, 13, 62
Airport_1163, 48, 12, 60
Airport_1713, 52, 10, 62
Airport_479, 46, 13, 59
Airport_1714, 53, 7, 60
Airport_2283, 48, 15, 63
Airport_1164, 47, 9, 56
Airport_1715, 53, 15, 68
Airport_480, 48, 11, 59
Airport_2284, 53, 9, 62
Airport_1165, 41, 13, 54
Airport_481, 53, 15, 68
Airport_1716, 48, 15, 63
Airport_2285, 54, 16, 70
Airport_1166, 47, 10, 57
Airport_482, 49, 10, 59
Airport_1717, 47, 18, 65
Airport_2286, 52, 15, 67
Airport_1167, 49, 11, 60
Airport_483, 50, 9, 59
Airport_1718, 46, 11, 57
Airport_2287, 46, 11, 57
Airport_1168, 47, 8, 55
Airport_484, 50, 17, 67
Airport_2288, 43, 16, 59
Airport_1719, 51, 16, 67
Airport_1169, 50, 12, 62
Airport_485, 47, 9, 56
Airport_2289, 50, 15, 65
Airport_1720, 49, 11, 60
Airport_1170, 53, 10, 63
Airport_486, 46, 13, 59
Airport_2290, 55, 11, 66
Airport_1721, 46, 9, 55
Airport_1171, 57, 20, 77
Airport_487, 54, 24, 78
Airport_2291, 42, 7, 49
Airport_1722, 53, 13, 66
Airport_1172, 51, 14, 65
Airport_488, 49, 11, 60
Airport_2292, 52, 12, 64
Airport_1723, 45, 19, 64
Airport_1173, 50, 8, 58
Airport_489, 47, 13, 60
Airport_2293, 51, 11, 62
Airport_1724, 49, 12, 61
Airport_1174, 50, 15, 65
Airport_490, 51, 6, 57
Airport_2294, 44, 7, 51
Airport_1725, 53, 16, 69
Airport_1175, 50, 13, 63
Airport_491, 53, 14, 67
Airport_492, 47, 9, 56
Airport_493, 54, 12, 66
Airport_2295, 46, 19, 65
Airport_1176, 49, 7, 56
Airport_2296, 54, 13, 67
Airport_1177, 53, 19, 72
Airport_1726, 51, 15, 66
Airport_2297, 48, 14, 62
Airport_494, 48, 14, 62
Airport_1178, 48, 15, 63
Airport_2298, 45, 13, 58
Airport_1727, 51, 10, 61
Airport_495, 52, 14, 66
Airport_1179, 51, 16, 67
Airport_2299, 47, 16, 63
Airport_1728, 57, 18, 75
Airport_496, 57, 14, 71
Airport_1180, 46, 11, 57
Airport_2300, 49, 8, 57
Airport_1729, 49, 7, 56
Airport_497, 46, 13, 59
Airport_1181, 55, 12, 67
Airport_2301, 53, 14, 67
Airport_1730, 49, 14, 63
Airport_498, 48, 11, 59
Airport_1182, 47, 10, 57
Airport_2302, 49, 8, 57
Airport_1731, 51, 16, 67
Airport_499, 46, 11, 57
Airport_1183, 54, 12, 66
Airport_2303, 49, 15, 64
Airport_1732, 49, 9, 58
Airport_500, 49, 10, 59
Airport_1184, 47, 12, 59
Airport_2304, 52, 7, 59
Airport_1733, 44, 13, 57
Airport_501, 56, 19, 75
Airport_1185, 46, 12, 58
Airport_2305, 51, 17, 68
Airport_1734, 50, 11, 61
Airport_502, 52, 14, 66
Airport_1186, 51, 10, 61
Airport_2306, 52, 20, 72
Airport_1735, 46, 16, 62
Airport_503, 50, 14, 64
Airport_1187, 49, 13, 62
Airport_2307, 51, 13, 64
Airport_1736, 52, 13, 65
Airport_504, 46, 14, 60
Airport_1188, 46, 12, 58
Airport_2308, 52, 17, 69
Airport_1737, 51, 18, 69
Airport_505, 47, 12, 59
Airport_1189, 47, 8, 55
Airport_2309, 48, 5, 53
Airport_1738, 56, 15, 71
Airport_506, 47, 10, 57
Airport_1190, 53, 10, 63
Airport_2310, 47, 8, 55
Airport_1739, 59, 17, 76
Airport_507, 49, 6, 55
Airport_1191, 52, 21, 73
Airport_2311, 44, 11, 55
Airport_2312, 49, 12, 61
Airport_2313, 50, 16, 66
Airport_2314, 49, 17, 66
Airport_2315, 45, 8, 53
Airport_2316, 50, 14, 64
Airport_2317, 46, 13, 59
Airport_2318, 50, 13, 63
Airport_2319, 51, 12, 63
Airport_2320, 50, 13, 63
Airport_2321, 43, 10, 53
Airport_2322, 50, 8, 58
Airport_2323, 57, 17, 74
Airport_2324, 49, 14, 63
Airport_2325, 49, 11, 60
Airport_2326, 50, 16, 66
Airport_2327, 52, 13, 65
Airport_1740, 47, 10, 57
Airport_508, 51, 16, 67
Airport_2328, 48, 12, 60
Airport_1741, 46, 15, 61
Airport_509, 47, 10, 57
Airport_2329, 48, 13, 61
Airport_1742, 50, 17, 67
Airport_1192, 53, 11, 64
Airport_2330, 47, 9, 56
Airport_510, 46, 12, 58
Airport_1743, 56, 14, 70
Airport_2331, 51, 19, 70
Airport_1193, 45, 14, 59
Airport_511, 47, 12, 59
Airport_1744, 43, 11, 54
Airport_2332, 45, 11, 56
Airport_1194, 52, 13, 65
Airport_512, 47, 10, 57
Airport_1745, 56, 15, 71
Airport_2333, 51, 16, 67
Airport_1195, 47, 14, 61
Airport_513, 51, 10, 61
Airport_1746, 49, 19, 68
Airport_2334, 49, 14, 63
Airport_1196, 43, 11, 54
Airport_514, 52, 18, 70
Airport_1747, 51, 20, 71
Airport_2335, 48, 16, 64
Airport_1197, 47, 9, 56
Airport_515, 53, 14, 67
Airport_1748, 47, 9, 56
Airport_2336, 46, 13, 59
Airport_1198, 50, 6, 56
Airport_516, 48, 15, 63
Airport_1749, 46, 13, 59
Airport_2337, 44, 13, 57
Airport_1199, 51, 17, 68
Airport_517, 45, 8, 53
Airport_1750, 47, 11, 58
Airport_1751, 52, 8, 60
Airport_1752, 48, 10, 58
Airport_1753, 57, 22, 79
Airport_1754, 48, 14, 62
Airport_1755, 52, 15, 67
Airport_1756, 48, 12, 60
Airport_1757, 53, 15, 68
Airport_1758, 51, 8, 59
Airport_1759, 46, 15, 61
Airport_1760, 48, 17, 65
Airport_1761, 48, 15, 63
Airport_1762, 48, 18, 66
Airport_1763, 46, 11, 57
Airport_1764, 47, 9, 56
Airport_1765, 45, 13, 58
Airport_1766, 52, 17, 69
Airport_1767, 51, 13, 64
Airport_1768, 49, 11, 60
Airport_1769, 43, 9, 52
Airport_1770, 53, 15, 68
Airport_1771, 54, 15, 69
Airport_1772, 51, 14, 65
Airport_1773, 52, 18, 70
Airport_1774, 49, 17, 66
Airport_1775, 54, 16, 70
Airport_1776, 49, 13, 62
Airport_1777, 48, 13, 61
Airport_1778, 46, 10, 56
Airport_1779, 45, 15, 60
Airport_1780, 46, 11, 57
Airport_1781, 53, 12, 65
Airport_1782, 47, 10, 57
Airport_1783, 48, 13, 61
Airport_1784, 50, 12, 62
Airport_1785, 57, 18, 75
Airport_1786, 50, 16, 66
Airport_1787, 48, 10, 58
Airport_1788, 54, 16, 70
Airport_1789, 46, 6, 52
Airport_1790, 53, 16, 69
Airport_1791, 51, 15, 66
Airport_1792, 47, 9, 56
Airport_1793, 52, 10, 62
Airport_1794, 48, 7, 55
Airport_1795, 45, 5, 50
Airport_1796, 47, 9, 56
Airport_1797, 52, 9, 61
Airport_1798, 42, 16, 58
Airport_1799, 47, 16, 63
Airport_1800, 47, 13, 60
Airport_1801, 51, 14, 65
Airport_1802, 41, 9, 50
Airport_1803, 50, 11, 61
Airport_1804, 48, 14, 62
Airport_1805, 50, 16, 66
Airport_1806, 49, 7, 56
Airport_1807, 51, 14, 65
Airport_1808, 51, 15, 66
Airport_1809, 50, 16, 66
Airport_518, 43, 16, 59
Airport_1810, 47, 13, 60
Airport_519, 43, 10, 53
Airport_1811, 56, 16, 72
Airport_520, 44, 11, 55
Airport_1812, 52, 13, 65
Airport_521, 44, 10, 54
Airport_1813, 51, 14, 65
Airport_522, 49, 11, 60
Airport_1814, 44, 10, 54
Airport_523, 50, 12, 62
Airport_2338, 44, 9, 53
Airport_1200, 51, 14, 65
Airport_1815, 49, 13, 62
Airport_524, 46, 13, 59
Airport_2339, 54, 15, 69
Airport_1201, 53, 17, 70
Airport_1816, 46, 15, 61
Airport_2340, 49, 14, 63
Airport_525, 57, 16, 73
Airport_1202, 50, 15, 65
Airport_1817, 46, 11, 57
Airport_2341, 49, 10, 59
Airport_526, 51, 11, 62
Airport_1203, 47, 11, 58
Airport_1818, 48, 11, 59
Airport_2342, 46, 9, 55
Airport_527, 48, 8, 56
Airport_1204, 46, 11, 57
Airport_1819, 54, 15, 69
Airport_2343, 52, 21, 73
Airport_528, 49, 11, 60
Airport_1205, 48, 12, 60
Airport_1820, 56, 15, 71
Airport_2344, 49, 12, 61
Airport_529, 52, 11, 63
Airport_1206, 50, 9, 59
Airport_1821, 51, 14, 65
Airport_2345, 49, 11, 60
Airport_530, 49, 6, 55
Airport_1207, 46, 19, 65
Airport_1822, 50, 15, 65
Airport_2346, 46, 13, 59
Airport_531, 51, 12, 63
Airport_1208, 48, 12, 60
Airport_1823, 48, 11, 59
Airport_1824, 54, 13, 67
Airport_1825, 48, 14, 62
Airport_1826, 52, 12, 64
Airport_1827, 53, 16, 69
Airport_1828, 46, 9, 55
Airport_1829, 47, 7, 54
Airport_1830, 49, 13, 62
Airport_1831, 43, 10, 53
Airport_1832, 47, 7, 54
Airport_1833, 51, 13, 64
Airport_1834, 52, 21, 73
Airport_1835, 53, 13, 66
Airport_1836, 51, 11, 62
Airport_1837, 49, 17, 66
Airport_1838, 49, 12, 61
Airport_1839, 45, 10, 55
Airport_1840, 44, 7, 51
Airport_1841, 44, 8, 52
Airport_1842, 47, 11, 58
Airport_1843, 43, 11, 54
Airport_1844, 46, 12, 58
Airport_1845, 47, 6, 53
Airport_1846, 52, 19, 71
Airport_1847, 52, 14, 66
Airport_1848, 50, 14, 64
Airport_1849, 42, 9, 51
Airport_1850, 50, 17, 67
Airport_1851, 47, 9, 56
Airport_1852, 52, 16, 68
Airport_1853, 48, 11, 59
Airport_1854, 48, 15, 63
Airport_1855, 47, 13, 60
Airport_1856, 49, 14, 63
Airport_1857, 44, 7, 51
Airport_1858, 50, 10, 60
Airport_1859, 59, 17, 76
Airport_1860, 56, 17, 73
Airport_1861, 51, 14, 65
Airport_1862, 51, 12, 63
Airport_1863, 53, 10, 63
Airport_1864, 46, 9, 55
Airport_1865, 45, 6, 51
Airport_1866, 56, 12, 68
Airport_1867, 46, 7, 53
Airport_1868, 47, 7, 54
Airport_1869, 47, 12, 59
Airport_1870, 51, 14, 65
Airport_1871, 43, 8, 51
Airport_1872, 50, 8, 58
Airport_1873, 50, 15, 65
Airport_1874, 48, 16, 64
Airport_2347, 50, 8, 58
Airport_2348, 51, 14, 65
Airport_2349, 52, 9, 61
Airport_2350, 53, 15, 68
Airport_2351, 50, 19, 69
Airport_2352, 50, 10, 60
Airport_2353, 47, 8, 55
Airport_2354, 45, 9, 54
Airport_2355, 51, 18, 69
Airport_2356, 49, 19, 68
Airport_2357, 48, 12, 60
Airport_1209, 55, 19, 74
Airport_2358, 53, 15, 68
Airport_1210, 44, 10, 54
Airport_2359, 47, 12, 59
Airport_1211, 46, 14, 60
Airport_2360, 49, 14, 63
Airport_1212, 45, 11, 56
Airport_2361, 49, 13, 62
Airport_1213, 46, 12, 58
Airport_2362, 50, 11, 61
Airport_1214, 55, 12, 67
Airport_2363, 51, 11, 62
Airport_1215, 51, 13, 64
Airport_2364, 44, 5, 49
Airport_1216, 53, 11, 64
Airport_2365, 51, 12, 63
Airport_1217, 54, 11, 65
Airport_2366, 49, 18, 67
Airport_532, 47, 12, 59
Airport_1218, 51, 18, 69
Airport_2367, 57, 18, 75
Airport_533, 49, 10, 59
Airport_1219, 49, 8, 57
Airport_2368, 45, 5, 50
Airport_534, 48, 13, 61
Airport_1220, 48, 8, 56
Airport_2369, 45, 6, 51
Airport_535, 51, 19, 70
Airport_1221, 49, 6, 55
Airport_2370, 50, 11, 61
Airport_536, 48, 13, 61
Airport_1222, 51, 10, 61
Airport_2371, 47, 11, 58
Airport_537, 45, 10, 55
Airport_1223, 45, 9, 54
Airport_2372, 49, 17, 66
Airport_538, 48, 13, 61
Airport_1224, 45, 9, 54
Airport_2373, 47, 8, 55
Airport_539, 40, 11, 51
Airport_1225, 47, 9, 56
Airport_2374, 48, 9, 57
Airport_540, 47, 8, 55
Airport_1226, 52, 17, 69
Airport_541, 58, 21, 79
Airport_2375, 50, 17, 67
Airport_1227, 52, 10, 62
Airport_542, 52, 14, 66
Airport_2376, 44, 9, 53
Airport_1228, 53, 19, 72
Airport_543, 50, 14, 64
Airport_2377, 55, 16, 71
Airport_1229, 57, 21, 78
Airport_544, 49, 7, 56
Airport_1230, 52, 15, 67
Airport_2378, 57, 16, 73
Airport_545, 47, 13, 60
Airport_1231, 49, 16, 65
Airport_2379, 47, 13, 60
Airport_546, 46, 13, 59
Airport_1232, 46, 6, 52
Airport_2380, 52, 18, 70
Airport_547, 49, 15, 64
Airport_1233, 50, 16, 66
Airport_2381, 51, 8, 59
Airport_548, 49, 9, 58
Airport_1234, 53, 14, 67
Airport_2382, 50, 9, 59
Airport_549, 47, 13, 60
Airport_1235, 50, 12, 62
Airport_2383, 52, 16, 68
Airport_550, 52, 14, 66
Airport_1236, 48, 12, 60
Airport_2384, 49, 15, 64
Airport_551, 51, 16, 67
Airport_2385, 46, 11, 57
Airport_1237, 42, 11, 53
Airport_552, 52, 18, 70
Airport_2386, 53, 13, 66
Airport_1238, 49, 10, 59
Airport_553, 53, 13, 66
Airport_2387, 54, 17, 71
Airport_1239, 53, 14, 67
Airport_554, 51, 13, 64
Airport_2388, 46, 5, 51
Airport_1240, 51, 14, 65
Airport_555, 55, 13, 68
Airport_2389, 54, 13, 67
Airport_1241, 40, 9, 49
Airport_556, 50, 11, 61
Airport_2390, 48, 8, 56
Airport_1242, 46, 16, 62
Airport_557, 51, 14, 65
Airport_2391, 50, 15, 65
Airport_1243, 45, 9, 54
Airport_558, 46, 9, 55
Airport_2392, 48, 14, 62
Airport_1244, 50, 13, 63
Airport_559, 51, 17, 68
Airport_2393, 47, 16, 63
Airport_1245, 51, 9, 60
Airport_560, 47, 12, 59
Airport_2394, 51, 17, 68
Airport_1246, 47, 11, 58
Airport_561, 51, 12, 63
Airport_2395, 49, 13, 62
Airport_1247, 48, 14, 62
Airport_562, 47, 12, 59
Airport_2396, 55, 13, 68
Airport_1248, 54, 10, 64
Airport_563, 50, 8, 58
Airport_2397, 53, 16, 69
Airport_1249, 45, 11, 56
Airport_564, 53, 17, 70
Airport_2398, 50, 13, 63
Airport_2399, 52, 11, 63
Airport_565, 53, 14, 67
Airport_2400, 49, 14, 63
Airport_566, 50, 22, 72
Airport_2401, 51, 16, 67
Airport_2402, 51, 13, 64
Airport_567, 42, 8, 50
Airport_2403, 53, 16, 69
Airport_568, 48, 18, 66
Airport_2404, 47, 8, 55
Airport_569, 49, 8, 57
Airport_2405, 54, 10, 64
Airport_570, 47, 9, 56
Airport_2406, 51, 13, 64
Airport_571, 51, 11, 62
Airport_2407, 46, 10, 56
Airport_572, 55, 25, 80
Airport_2408, 46, 13, 59
Airport_573, 54, 12, 66
Airport_2409, 44, 9, 53
Airport_574, 52, 8, 60
Airport_2410, 45, 7, 52
Airport_575, 44, 14, 58
Airport_576, 47, 13, 60
Airport_2411, 53, 18, 71
Airport_577, 49, 13, 62
Airport_2412, 51, 15, 66
Airport_578, 51, 17, 68
Airport_2413, 48, 14, 62
Airport_579, 50, 18, 68
Airport_2414, 43, 10, 53
Airport_580, 50, 9, 59
Airport_2415, 49, 18, 67
Airport_581, 49, 15, 64
Airport_2416, 48, 10, 58
Airport_582, 51, 15, 66
Airport_2417, 44, 4, 48
Airport_583, 45, 14, 59
Airport_2418, 54, 14, 68
Airport_584, 49, 10, 59
Airport_2419, 51, 18, 69
Airport_585, 54, 18, 72
Airport_2420, 40, 13, 53
Airport_586, 46, 14, 60
Airport_2421, 52, 14, 66
Airport_587, 48, 6, 54
Airport_2422, 46, 12, 58
Airport_588, 49, 17, 66
Airport_2423, 53, 18, 71
Airport_589, 53, 13, 66
Airport_2424, 48, 12, 60
Airport_590, 52, 15, 67
Airport_2425, 44, 6, 50
Airport_591, 46, 12, 58
Airport_2426, 49, 17, 66
Airport_592, 45, 9, 54
Airport_593, 52, 18, 70
Airport_2427, 51, 9, 60
Airport_594, 43, 10, 53
Airport_2428, 54, 11, 65
Airport_595, 50, 17, 67
Airport_2429, 44, 11, 55
Airport_596, 54, 16, 70
Airport_2430, 51, 14, 65
Airport_597, 49, 15, 64
Airport_2431, 51, 14, 65
Airport_2432, 46, 7, 53
Airport_598, 47, 16, 63
Airport_2433, 46, 11, 57
Airport_599, 55, 15, 70
Airport_2434, 47, 13, 60
Airport_600, 47, 9, 56
Airport_2435, 50, 17, 67
Airport_601, 52, 13, 65
Airport_602, 52, 9, 61
Airport_2436, 47, 7, 54
Airport_603, 54, 12, 66
Airport_2437, 49, 15, 64
Airport_604, 45, 12, 57
Airport_2438, 52, 22, 74
Airport_605, 47, 13, 60
Airport_2439, 52, 19, 71
Airport_606, 45, 10, 55
Airport_2440, 52, 14, 66
Airport_607, 45, 14, 59
Airport_2441, 49, 8, 57
Airport_608, 50, 9, 59
Airport_2442, 53, 14, 67
Airport_609, 51, 20, 71
Airport_2443, 41, 10, 51
Airport_610, 48, 14, 62
Airport_2444, 51, 13, 64
Airport_611, 49, 14, 63
Airport_2445, 47, 9, 56
Airport_612, 48, 9, 57
Airport_2446, 50, 10, 60
Airport_613, 54, 15, 69
Airport_2447, 52, 16, 68
Airport_614, 48, 11, 59
Airport_2448, 46, 10, 56
Airport_615, 55, 14, 69
Airport_2449, 50, 11, 61
Airport_2450, 52, 12, 64
Airport_616, 45, 11, 56
Airport_2451, 49, 14, 63
Airport_617, 51, 10, 61
Airport_2452, 47, 13, 60
Airport_618, 49, 12, 61
Airport_2453, 48, 10, 58
Airport_619, 51, 12, 63
Airport_2454, 46, 10, 56
Airport_620, 50, 13, 63
Airport_2455, 42, 12, 54
Airport_621, 52, 13, 65
Airport_2456, 51, 14, 65
Airport_622, 48, 10, 58
Airport_2457, 52, 18, 70
Airport_623, 50, 12, 62
Airport_2458, 56, 22, 78
Airport_624, 52, 11, 63
Airport_2459, 47, 15, 62
Airport_2460, 45, 11, 56
Airport_2461, 55, 17, 72
Airport_2462, 53, 15, 68
Airport_2463, 50, 12, 62
Airport_2464, 58, 17, 75
Airport_2465, 47, 14, 61
Airport_2466, 47, 10, 57
Airport_2467, 54, 19, 73
Airport_2468, 48, 19, 67
Airport_2469, 51, 8, 59
Airport_2470, 46, 10, 56
Airport_2471, 50, 11, 61
Airport_2472, 49, 12, 61
Airport_2473, 46, 10, 56
Airport_2474, 47, 9, 56
Airport_2475, 51, 10, 61
Airport_2476, 49, 17, 66
Airport_2477, 46, 5, 51
Airport_2478, 53, 19, 72
Airport_2479, 52, 14, 66
Airport_2480, 48, 10, 58
Airport_2481, 42, 5, 47
Airport_2482, 48, 9, 57
Airport_2483, 53, 13, 66
Airport_2484, 44, 13, 57
Airport_2485, 48, 18, 66
Airport_2486, 45, 14, 59
Airport_2487, 50, 14, 64
Airport_2488, 53, 17, 70
Airport_2489, 50, 10, 60
Airport_2490, 51, 15, 66
Airport_2491, 50, 12, 62
Airport_2492, 50, 20, 70
Airport_2493, 49, 12, 61
Airport_2494, 42, 10, 52
Airport_2495, 48, 12, 60
Airport_2496, 47, 6, 53
Airport_2497, 50, 15, 65
Airport_2498, 43, 7, 50
Airport_2499, 51, 10, 61
